start_date	gating_id
2020-08-29T03-08-44	dc7ff75a-a346-4f50-904e-0d541881adb9
2020-08-29T16-07-10	d7ef3a9a-7968-42c4-891b-a7ef007e2250
2020-08-29T17-01-15	95025075-e525-4f97-93c9-056fecebc0b0
2020-08-29T18-01-20	d7ef3a9a-7968-42c4-891b-a7ef007e2250
2020-08-29T20-01-30	95025075-e525-4f97-93c9-056fecebc0b0
2020-08-29T21-01-35	92fb2479-ef67-42d1-b4ce-5e831b57a00c
2020-08-29T23-01-45	dec559bf-fd5a-4e63-8125-f85b157f4260
2020-08-30T00-00-01	dc7ff75a-a346-4f50-904e-0d541881adb9
2020-08-30T01-00-07	3b3d4a2d-e96a-4fa7-b294-3f8532c0254b
2020-08-30T02-00-12	dec559bf-fd5a-4e63-8125-f85b157f4260
2020-08-30T05-00-27	b2b53610-126f-4732-a2af-133ba3a49844
2020-08-30T06-00-33	dec559bf-fd5a-4e63-8125-f85b157f4260
2020-08-30T08-00-43	92fb2479-ef67-42d1-b4ce-5e831b57a00c
2020-08-30T10-01-00	95025075-e525-4f97-93c9-056fecebc0b0
2020-08-30T12-01-10	d7ef3a9a-7968-42c4-891b-a7ef007e2250
2020-08-30T19-00-16	95025075-e525-4f97-93c9-056fecebc0b0
2020-08-30T21-00-26	dec559bf-fd5a-4e63-8125-f85b157f4260
2020-08-31T02-00-12	b2b53610-126f-4732-a2af-133ba3a49844
2020-08-31T05-00-28	dec559bf-fd5a-4e63-8125-f85b157f4260
2020-08-31T07-00-38	95025075-e525-4f97-93c9-056fecebc0b0
2020-08-31T19-00-06	cc91598f-cb17-46a3-ac23-28369c7072ee
2020-08-31T20-00-12	92fb2479-ef67-42d1-b4ce-5e831b57a00c
2020-08-31T22-01-07	3b3d4a2d-e96a-4fa7-b294-3f8532c0254b
2020-08-31T23-01-13	ab6b8b13-545e-47e9-878d-aa126bd248e9
2020-09-01T00-00-02	3b3d4a2d-e96a-4fa7-b294-3f8532c0254b
2020-09-01T05-00-27	dec559bf-fd5a-4e63-8125-f85b157f4260
2020-09-01T06-00-32	3b3d4a2d-e96a-4fa7-b294-3f8532c0254b
2020-09-01T07-00-37	cc91598f-cb17-46a3-ac23-28369c7072ee
2020-09-01T17-02-32	ab6b8b13-545e-47e9-878d-aa126bd248e9
2020-09-01T18-02-36	cc91598f-cb17-46a3-ac23-28369c7072ee
2020-09-01T19-00-30	95025075-e525-4f97-93c9-056fecebc0b0
2020-09-01T20-00-35	cc91598f-cb17-46a3-ac23-28369c7072ee
2020-09-01T21-00-40	ab6b8b13-545e-47e9-878d-aa126bd248e9
2020-09-02T01-00-07	dc7ff75a-a346-4f50-904e-0d541881adb9
2020-09-02T02-00-12	dec559bf-fd5a-4e63-8125-f85b157f4260
2020-09-02T04-00-22	3b3d4a2d-e96a-4fa7-b294-3f8532c0254b
2020-09-02T07-00-38	dec559bf-fd5a-4e63-8125-f85b157f4260
2020-09-02T09-00-55	92fb2479-ef67-42d1-b4ce-5e831b57a00c
2020-09-02T10-01-00	95025075-e525-4f97-93c9-056fecebc0b0
2020-09-02T19-00-34	ab6b8b13-545e-47e9-878d-aa126bd248e9
2020-09-02T20-00-39	92fb2479-ef67-42d1-b4ce-5e831b57a00c
2020-09-02T23-00-54	dc7ff75a-a346-4f50-904e-0d541881adb9
2020-09-03T04-01-28	ab6b8b13-545e-47e9-878d-aa126bd248e9
2020-09-03T06-01-38	dec559bf-fd5a-4e63-8125-f85b157f4260
2020-09-03T08-02-39	92fb2479-ef67-42d1-b4ce-5e831b57a00c
2020-09-03T09-02-44	ab6b8b13-545e-47e9-878d-aa126bd248e9
2020-09-03T10-02-50	cc91598f-cb17-46a3-ac23-28369c7072ee
2020-09-03T11-02-55	95025075-e525-4f97-93c9-056fecebc0b0
2020-09-03T13-00-48	b4da4a04-143e-431a-ad80-f9bc79c737dc
2020-09-03T14-00-53	95025075-e525-4f97-93c9-056fecebc0b0
2020-09-03T15-00-58	b4da4a04-143e-431a-ad80-f9bc79c737dc
2020-09-03T18-02-01	d7ef3a9a-7968-42c4-891b-a7ef007e2250
2020-09-03T19-02-06	95025075-e525-4f97-93c9-056fecebc0b0
2020-09-03T21-02-16	92fb2479-ef67-42d1-b4ce-5e831b57a00c
2020-09-04T01-00-07	dc7ff75a-a346-4f50-904e-0d541881adb9
2020-09-04T03-01-12	dec559bf-fd5a-4e63-8125-f85b157f4260
2020-09-04T08-02-20	92fb2479-ef67-42d1-b4ce-5e831b57a00c
2020-09-04T09-02-25	95025075-e525-4f97-93c9-056fecebc0b0
2020-09-04T20-02-29	92fb2479-ef67-42d1-b4ce-5e831b57a00c
2020-09-04T22-02-40	dc7ff75a-a346-4f50-904e-0d541881adb9
2020-09-05T07-00-38	92fb2479-ef67-42d1-b4ce-5e831b57a00c
2020-09-05T12-01-03	95025075-e525-4f97-93c9-056fecebc0b0
2020-09-05T19-01-39	92fb2479-ef67-42d1-b4ce-5e831b57a00c
2020-09-05T22-02-25	dc7ff75a-a346-4f50-904e-0d541881adb9
2020-09-06T03-00-36	dec559bf-fd5a-4e63-8125-f85b157f4260
2020-09-06T07-01-39	92fb2479-ef67-42d1-b4ce-5e831b57a00c
2020-09-06T11-02-43	95025075-e525-4f97-93c9-056fecebc0b0
2020-09-06T12-02-49	cc91598f-cb17-46a3-ac23-28369c7072ee
2020-09-06T16-00-52	ab6b8b13-545e-47e9-878d-aa126bd248e9
2020-09-06T19-49-06	c8f97d0a-476a-4bcb-bb81-562124daf84d
